family	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Lachnospiraceae	46.86817693280099	9.978549256129354e-7	10	Kruskal-Wallis rank sum test	0.17517013058672062	0.0011265403715284164	4.7820489240389924e-4	7.356998344675372e-4	0.03601250689718595	0.12178897676414689	0.08161013163772038	0.2836648361754119	0.28618723560787196	0.19339709398565386	0.2889767641468947	3.891634209890448e-5
Clostridia unclassified	44.20973786030433	3.0180484622635602e-6	10	Kruskal-Wallis rank sum test	0.0019863895530623506	0	0	0	0	0.0010422414321623445	0.0016290496334638324	0.004965973882655877	0.003788854147507817	0.0014254184292808534	0.002299061982711054	5.885194501413943e-5
Peptostreptococcaceae	42.578150556992405	5.915183714685173e-6	10	Kruskal-Wallis rank sum test	0	4.5981239654221075e-5	0.03785175648335479	0.11679234872172153	0.02170314511679235	0.0010115872723928637	7.882498226437898e-5	1.57649964528758e-4	3.3106492551039174e-4	0	0	7.689738829090725e-5
Clostridiales unclassified	41.5877734456846	8.876820607254175e-6	10	Kruskal-Wallis rank sum test	0.032186867757954755	2.2990619827110538e-5	0	0	0.0013610446937649438	0.003586536693029244	0.0016027746393757062	0.007488373315116004	0.003568144197167556	0.00818466065845135	0.015572313162896206	8.65490009207282e-5
Coriobacteriaceae	39.33941429709067	2.213840724585385e-5	10	Kruskal-Wallis rank sum test	0.0016185396358285818	0	3.678499172337686e-5	0	3.678499172337686e-5	1.532707988474036e-4	5.51774875850653e-4	4.992248876744003e-4	5.51774875850653e-4	0.0014713996689350744	8.5831647354546e-4	1.696120578665354e-4
Verrucomicrobiaceae	38.931995537893016	2.6094162748697756e-5	10	Kruskal-Wallis rank sum test	0.07162037888541475	9.196247930844215e-5	0.003384219238550671	0.04156704064741586	0.08015449696523819	0.12822635031573784	0.15764996452875799	0.15454951522635907	0.14221077800257495	0.23749310281405187	0.2259211575010729	1.696120578665354e-4
Enterococcaceae	37.913917623530246	3.928366618125252e-5	10	Kruskal-Wallis rank sum test	1.4713996689350744e-4	0.07573110171050211	0.01405186683832996	0.0020231745447857274	0.003421004230274048	9.196247930844215e-5	7.882498226437898e-5	2.627499408812633e-5	3.678499172337686e-5	0	0	2.188661401526926e-4
Bacteroidaceae	34.73955609362389	1.3830687768435078e-4	10	Kruskal-Wallis rank sum test	0.30141622218135	0.7089617436086078	0.7751701305867207	0.47158359389369137	0.6114033474342468	0.5955796701612409	0.6139415118631598	0.4249454793872672	0.42733124885046897	0.4106584513518484	0.3339157623689535	6.7424602871121e-4
Ruminococcaceae	33.6506930687552	2.1161648907548633e-4	10	Kruskal-Wallis rank sum test	0.028398013610446936	0.004368217767151002	0.0013978296854883208	9.196247930844214e-4	0.006106308626080559	0.016369321316902705	0.010851572558396173	0.043248640269055935	0.038624241309545705	0.04009564097848078	0.03071546808901968	9.17004785993774e-4
Enterobacteriaceae	32.0865562905083	3.873520438826516e-4	10	Kruskal-Wallis rank sum test	0.001581754644105205	0.15520967445282324	0.09891484274416038	0.29004965973882657	0.1107963950708111	0.05879467843786402	0.010799022570219922	5.780498699387792e-4	1.4713996689350744e-4	3.678499172337686e-4	5.51774875850653e-4	0.0015106729711423413
Erysipelotrichaceae	24.01535055306902	0.0075597497885616675	10	Kruskal-Wallis rank sum test	0.039212801177119734	0.011288394335111276	0.016369321316902705	0.042118815523266503	0.07618171785911348	0.03371957574642879	0.04056859087206705	0.03807246643369505	0.05558212249402244	0.07173073386058487	0.05349150879774385	0.026802749250355
Firmicutes unclassified	22.890942692911338	0.011156364159181493	10	Kruskal-Wallis rank sum test	0.0018392495861688433	0	0	0	0	6.130831953896143e-5	7.882498226437898e-5	7.356998344675372e-4	2.57494942063638e-4	5.51774875850653e-4	0.0011035497517013057	0.03625818351733985
Unclassified	22.109476933089134	0.014556495760184812	10	Kruskal-Wallis rank sum test	0.009306602906014346	0	0	0	1.1035497517013058e-4	2.758874379253265e-4	3.678499172337686e-4	3.9412491132189494e-4	5.885598675740298e-4	3.678499172337686e-4	5.824290356201337e-4	0.043669487280554434
Anaeroplasmataceae	21.5149163742478	0.017775795149858966	10	Kruskal-Wallis rank sum test	0.0055545337502299055	0	0	0	0	0	2.3647494679313697e-4	0.0024961244383720016	0.0025749494206363803	0	0.0014713996689350744	0.04951828648889283
Clostridiaceae 1	20.25845764724644	0.026900738565889207	10	Kruskal-Wallis rank sum test	3.3106492551039174e-4	1.1495309913555268e-4	7.356998344675372e-5	0.0018392495861688431	1.4713996689350744e-4	0	0	2.627499408812633e-5	3.3106492551039174e-4	6.897185948133162e-4	0.0015940163080129975	0.06994192027131194
Lactobacillaceae	18.448907532735728	0.047847134953099224	10	Kruskal-Wallis rank sum test	0.03196615780761449	0.025243700570167373	0.008239838146036418	0.01692109619275336	0.029317638403531358	0.025810802525902763	0.06048503639086681	0.0212564702172942	0.017141806143093616	0.013610446937649439	0.018944270737539085	0.11662739144817935
Deferribacteraceae	15.832014321020342	0.1045432204806276	10	Kruskal-Wallis rank sum test	9.196247930844216e-4	1.3794371896266324e-4	0	0	0	3.0654159769480714e-5	2.627499408812633e-5	0	0	0	3.0654159769480714e-5	0.23983444698496917
Porphyromonadaceae	13.506212275678593	0.19672898996011343	10	Kruskal-Wallis rank sum test	0.26937649439028877	3.678499172337686e-4	4.414199006805223e-4	9.196247930844214e-4	0.001029979768254552	3.678499172337686e-4	3.9412491132189494e-4	2.1019995270501064e-4	0.002391024462019496	6.897185948133162e-4	2.758874379253265e-4	0.42624614491357904
Bacillaceae 1	11.732738095238151	0.30334152391268554	10	Kruskal-Wallis rank sum test	0	0	0	0	0	6.130831953896143e-5	0	0	7.356998344675372e-5	0	3.0654159769480714e-5	0.5599661569231648
Fusobacteriaceae	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	0	0	0	0	0	0	0	0	0	0	0.5599661569231648
Gp2 unclassified	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	0	0	0	0	0	0	0	0	0	0	0.5599661569231648
Moraxellaceae	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	7.356998344675372e-5	0	0	0.5599661569231648
