genus	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Acetatifactor	58.26297643436697	7.712905415824287e-9	10	Kruskal-Wallis rank sum test	0.002850836858561707	0	0	0	3.065415976948072e-4	0.001448409049107964	0.0013104653301453007	0.004460180246459444	0.007467353319845503	0.010713628839433512	0.010529703880816626	5.51364570962287e-7
Enterobacteriaceae unclassified	56.71056548881233	1.5105878656501013e-8	10	Kruskal-Wallis rank sum test	2.758874379253265e-4	0.8783467773719751	0.5300487401140335	0.06682606829746797	0.04579731469560419	0.0048510207835203234	6.207467353319846e-4	3.678499172337686e-4	2.2070995034026116e-4	4.138311568879897e-4	2.98878057752437e-4	5.51364570962287e-7
Lachnospiraceae unclassified	55.506303666062905	2.539692336413697e-8	10	Kruskal-Wallis rank sum test	0.09735761142787076	0.0011560997398775586	0.009702041567040647	0.06897185948133162	0.06002084482864325	0.11021703145116792	0.14061063086260805	0.2842560235423947	0.24763656428177305	0.30485561890748575	0.30690178407209856	6.179918018606662e-7
Peptostreptococcaceae unclassified	54.82355013400381	3.406998771194073e-8	10	Kruskal-Wallis rank sum test	0	0	0.05464870332904175	0.0014713996689350744	0.0018392495861688431	9.196247930844215e-5	2.2990619827110538e-5	0	0	0	0	6.217772757429183e-7
Clostridiales unclassified	53.84008726931681	5.196625736021497e-8	10	Kruskal-Wallis rank sum test	0.015081846606584513	2.627499408812633e-5	4.5981239654221075e-5	0	4.2915823677273007e-4	9.885966525657532e-4	0.002184108883575501	0.013242597020415671	0.013904726871436453	0.003586536693029244	0.0255195880080927	6.649521557971568e-7
Oscillibacter	53.72244351675508	5.465360184634165e-8	10	Kruskal-Wallis rank sum test	0.002850836858561707	2.627499408812633e-5	0	9.809331126233829e-4	7.356998344675372e-4	0.006644289130034946	0.00636840169210962	0.011909141070443259	0.010152657715652014	0.016599227515173808	0.01149530991355527	6.649521557971568e-7
Porphyromonadaceae unclassified	49.65110320443966	3.093749521167163e-7	10	Kruskal-Wallis rank sum test	0.6408558641407639	0.0027588743792532648	0.011564281773036601	0.16914965360799458	0.23183741033658267	0.286807982343204	0.42652197903255473	0.3095457053522163	0.3300349457421372	0.3071546808901968	0.28545153577340443	3.2263387863600417e-6
Ruminococcaceae unclassified	48.641997214671626	4.736998692472587e-7	10	Kruskal-Wallis rank sum test	0.009165593771074735	2.8902493496938965e-4	0.0023680338421923856	0.015633621482435165	0.00766353994237018	0.01873735515909509	0.020323707927165716	0.036670038624241307	0.028508368585617068	0.051728894610998714	0.03712985102078352	4.322511306881236e-6
Firmicutes unclassified	46.287405693036796	1.272110543252833e-6	10	Kruskal-Wallis rank sum test	0.001410091349396113	2.627499408812633e-5	2.2990619827110538e-5	0	6.130831953896143e-5	2.528968180982159e-4	0.0018622402059959536	0.00554073937833364	0.0027956593709766416	0.0013794371896266324	0.004069339709398565	1.0318229961939646e-5
Akkermansia	44.638501927348216	2.5267904668651836e-6	10	Kruskal-Wallis rank sum test	0.016062779719207897	2.627499408812633e-4	0.12293084421556007	0.20329838759119612	0.23652749678131324	0.22284807798418246	0.11440132425970205	0.05260253816442891	0.010704432591502668	0.036003310649255105	0.021933051315063453	1.844557040811584e-5
Clostridium XlVa	42.68738108828003	5.655524026152539e-6	10	Kruskal-Wallis rank sum test	0.0033106492551039177	2.627499408812633e-5	4.5981239654221075e-5	0	6.437373551590951e-4	0.0021611182637483904	0.0012874747103181902	0.003379621114585249	0.004230274048188339	0.007770829501563363	0.007012139047268714	3.7532113991739576e-5
Pseudoflavonifractor	40.143187497830695	1.5988623037456587e-5	10	Kruskal-Wallis rank sum test	1.2261663907792286e-4	0	2.2990619827110538e-5	0.0025749494206363803	0.0011648580712402673	0.002046165164612838	4.368217767151002e-4	0.0017013058672061799	6.253448592974067e-4	0.0021151370240941694	0.0011955122310097481	9.726412347786091e-5
Clostridium XlVb	38.94901895943567	2.5915732223090942e-5	10	Kruskal-Wallis rank sum test	6.743915149285758e-4	0	2.2990619827110538e-5	6.743915149285758e-4	0.00469008644473055	0.0029198087180430385	8.276623137759794e-4	0.0017472871068604009	0.0016553246275519589	0.0034945742137208018	0.002046165164612838	1.455268040219722e-4
Clostridia unclassified	38.37725581492335	3.262018992527814e-5	10	Kruskal-Wallis rank sum test	4.2915823677273e-4	0	2.2990619827110538e-5	0	2.4523327815584577e-4	0.0019312120654772851	0.0019771933051315064	0.0031037336766599226	0.0019496045613389737	0.0027588743792532643	0.0019542026853043956	1.7009099032466458e-4
Enterorhabdus	38.08979878858997	3.660964738215572e-5	10	Kruskal-Wallis rank sum test	9.196247930844216e-4	2.627499408812633e-5	2.2990619827110538e-5	1.2261663907792286e-4	3.371957574642879e-4	5.51774875850653e-4	6.897185948133162e-4	0.001402427809453743	6.621298510207836e-4	0.0016093433878977376	0.001494390288762185	1.7816695059315782e-4
Lactobacillus	36.98709322668634	5.688513693666627e-5	10	Kruskal-Wallis rank sum test	0.042823861197964566	0.09248797919020468	0.14904818833915762	0.07001410091349396	0.043682177671510024	0.05393599411440132	0.06292532646680155	0.022507816810741217	0.0548464226595549	0.02818649990803752	0.047590583042118814	2.595384372735399e-4
Bifidobacterium	29.59223115274294	9.985260541545283e-4	10	Kruskal-Wallis rank sum test	0.0016859787873214397	1.57649964528758e-4	0.011426338054073937	0.01581754644105205	0.004352890687266262	0.003793452271473239	0.0035635460732021335	0.0020231745447857274	0.0017288946109987125	0.004552142725767886	0.0062534485929740665	0.004287788350192974
Bacteroidales unclassified	27.233655326893537	0.002391554288304901	10	Kruskal-Wallis rank sum test	0.006406719391821469	0	0	0	3.0654159769480714e-5	0	0	0	0	0	0	0.009699081280347653
Anaeroplasma	25.27520017200863	0.004847570339566596	10	Kruskal-Wallis rank sum test	0.0012874747103181902	7.882498226437898e-5	2.2990619827110538e-5	0	2.4523327815584577e-4	0.0031267242964870337	0.007173073386058488	0.0098169946661762	0.002354239470296119	3.678499172337686e-4	0.0017472871068604009	0.01862487551517692
Unclassified	25.04041576955129	0.0052694225257969175	10	Kruskal-Wallis rank sum test	0.006590644350438354	0.012638272156388764	0.005747654956777634	1.2261663907792286e-4	0.0014713996689350744	9.885966525657532e-4	0.005931579915394519	0.012506897185948133	0.007246643369505241	0.003954386610263013	0.010299797682545521	0.01923339221915875
Coriobacteriaceae unclassified	24.29162165730471	0.006862841518100807	10	Kruskal-Wallis rank sum test	6.437373551590951e-4	7.882498226437898e-5	6.897185948133162e-5	6.130831953896143e-5	9.196247930844216e-5	2.758874379253265e-4	6.437373551590951e-4	4.8280301636932134e-4	3.678499172337686e-4	9.656060327386427e-4	5.97756115504874e-4	0.023856544324826614
Turicibacter	23.070495612636954	0.010489337010968188	10	Kruskal-Wallis rank sum test	0.01704371283183128	0.0012349247221419375	0.008368585617068236	0.025013794371896266	0.009410827049230581	0.01967997057200662	0.0255195880080927	0.02862332168475262	0.008975537980503955	0.06193672981423579	0.04448684936545889	0.03480552735457626
Pseudomonas	22.66666666666699	0.012046137785597068	10	Kruskal-Wallis rank sum test	0	0	0	6.130831953896143e-5	0	0	0	0	0	0	0	0.03664033576452441
Weissella	22.66666666666699	0.012046137785597068	10	Kruskal-Wallis rank sum test	0	0	0	1.2261663907792286e-4	0	0	0	0	0	0	0	0.03664033576452441
Bacteroides	21.904562766350104	0.015598243907123006	10	Kruskal-Wallis rank sum test	0.1053890012874747	0.007908773220526025	0.08922659554901599	0.35240022070995036	0.34623873459628474	0.2513334559499724	0.17098123965422107	0.19047728526761082	0.26172521611182636	0.14341548648151553	0.16661302188707008	0.045546872208799175
Erysipelotrichaceae unclassified	20.49457712500519	0.024906995341175395	10	Kruskal-Wallis rank sum test	0.002820182698792226	3.4157492314564226e-4	1.6093433878977377e-4	9.80933112623383e-4	1.2261663907792286e-4	2.0691557844399483e-4	2.299061982711054e-4	2.98878057752437e-4	3.678499172337686e-4	0.003034761817178591	0.0017702777266875116	0.0699311792271463
Butyricicoccus	19.371421932246808	0.03579092028186643	10	Kruskal-Wallis rank sum test	3.985040770032493e-4	5.254998817625266e-5	2.2990619827110538e-5	0.0023910244620194963	0.0011648580712402673	0.002207099503402612	0.0013794371896266324	9.656060327386427e-4	5.14989884127276e-4	9.196247930844216e-4	0.0011265403715284164	0.09676804372504627
Olsenella	18.997222222222206	0.04029797852155317	10	Kruskal-Wallis rank sum test	3.985040770032493e-4	2.627499408812633e-5	0	1.8392495861688433e-4	1.532707988474036e-4	6.897185948133162e-5	1.149530991355527e-4	1.839249586168843e-4	0	6.437373551590951e-4	3.2186867757954754e-4	0.10506258685976362
Enterococcus	18.550724637681085	0.04635448469196372	10	Kruskal-Wallis rank sum test	0	5.254998817625266e-5	0	0	0	0	0	0	0	0	0	0.11279591275044504
Pseudomonadaceae unclassified	18.550724637681085	0.04635448469196372	10	Kruskal-Wallis rank sum test	0	5.254998817625266e-5	0	0	0	0	0	0	0	0	0	0.11279591275044504
Subdoligranulum	16.749999999999787	0.08008214289169914	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	4.5981239654221075e-5	0	0.18858053003529154
Clostridium IV	15.948630821647779	0.10111237463436877	10	Kruskal-Wallis rank sum test	3.985040770032493e-4	0.0017866995979925904	0.004046349089571455	0.0028814910183311876	3.371957574642879e-4	0.0016553246275519589	0.0013104653301453007	0.0017013058672061799	7.724848261909141e-4	0.0015173809085892956	0.0017242964870332904	0.22367282873663394
Geobacillus	15.97826086956521	0.10025640132177863	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	4.5981239654221075e-5	0	0	0	0.22367282873663394
Alistipes	15.232579476122847	0.12380969927445029	10	Kruskal-Wallis rank sum test	0.021519220158175464	2.627499408812633e-5	0	6.130831953896143e-5	0	0	9.196247930844215e-5	2.2990619827110538e-5	0	0	4.5981239654221075e-5	0.2658267072657315
Mucispirillum	13.924129353233962	0.17648051924852598	10	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	6.130831953896143e-5	0	4.5981239654221075e-5	0	0	0	0	0	0.36808794014692564
Parabacteroides	13.751211434735696	0.18464505562696717	10	Kruskal-Wallis rank sum test	1.532707988474036e-4	2.627499408812633e-5	2.0691557844399483e-4	0	2.4523327815584577e-4	9.196247930844215e-5	9.196247930844215e-5	2.2990619827110538e-5	2.942799337870149e-4	0	4.5981239654221075e-5	0.3744191405769056
Ruminococcus	12.604876853587797	0.24660995985261225	10	Kruskal-Wallis rank sum test	7.970081540064986e-4	0	0	0	0	0	4.5981239654221075e-5	2.299061982711054e-4	0	1.3794371896266324e-4	0	0.4865547856551539
Dorea	12.293993868450285	0.26586234370807504	10	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	0	0	0	0	4.5981239654221075e-5	4.5981239654221075e-5	7.356998344675372e-5	0	4.5981239654221075e-5	0.5107355550181442
Parasutterella	12.047574626865673	0.2818851290629861	10	Kruskal-Wallis rank sum test	0	0	0	6.130831953896143e-5	3.0654159769480714e-5	0	0	2.2990619827110538e-5	0	4.5981239654221075e-5	0	0.5144403605399496
Prevotella	12.13848039215694	0.2758954575625666	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	4.5981239654221075e-5	0	0	0	2.2990619827110538e-5	0.5144403605399496
Anaerostipes	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0	0.6012759301704947
Micrococcaceae unclassified	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0	0	0	0	0	0.6012759301704947
Odoribacter	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0	0.6012759301704947
Ralstonia	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0	0	0	0	0	0.6012759301704947
Veillonella	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0	0.6012759301704947
Acinetobacter	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6798541767421654
Anaerococcus	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Bacillus	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Bacteroidetes unclassified	7.8242753623187715	0.6459967353617517	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	4.5981239654221075e-5	0	3.678499172337686e-5	0	0	0.6798541767421654
Barnesiella	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Betaproteobacteria unclassified	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	2.2990619827110538e-5	0.6798541767421654
Bradyrhizobium	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	0	0	0	0	0	0	0.6798541767421654
Brevundimonas	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Burkholderiales unclassified	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0.6798541767421654
Butyricimonas	9.752142857142495	0.46250124978942253	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	7.356998344675372e-5	0	0	0.6798541767421654
Clostridium XVIII	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6798541767421654
Corynebacterium	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	4.5981239654221075e-5	0	0	0	0	0.6798541767421654
Cytophagales unclassified	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Escherichia/Shigella	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6798541767421654
Faecalibacterium	8.475241545893562	0.5825195900170557	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Labilithrix	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	4.5981239654221075e-5	0	0	0	0	0.6798541767421654
Mucilaginibacter	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Pedobacter	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	4.5981239654221075e-5	0	0	0	0	0.6798541767421654
Phascolarctobacterium	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Phenylobacterium	8.098039215686295	0.6192610834609237	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	2.2990619827110538e-5	0	0	0	0	0	0	4.5981239654221075e-5	4.5981239654221075e-5	0.6798541767421654
Proteus	9.856617647058863	0.45316160831543495	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	2.2990619827110538e-5	0	0	0	0	1.3794371896266324e-4	0.6798541767421654
Roseomonas	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Sphingomonas	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6798541767421654
Staphylococcus	8.475241545893562	0.5825195900170557	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0	2.2990619827110538e-5	0	0	0	0.6798541767421654
Streptococcus	7.763607085346269	0.6519149639993367	10	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	6.130831953896143e-5	6.130831953896143e-5	6.897185948133162e-5	2.2990619827110538e-5	0	7.356998344675372e-5	4.5981239654221075e-5	2.2990619827110538e-5	0.6798541767421654
Fusobacterium	7.617753623188616	0.6661179176420727	10	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	0	2.2990619827110538e-5	0	0	0	0	0.6848818026460748
Phyllobacteriaceae unclassified	6.975000000000066	0.7278029807728275	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	2.2990619827110538e-5	0	0	4.5981239654221075e-5	0.7379113555057834
Lactobacillales unclassified	6.4828431372551245	0.7731981260643532	10	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	2.2990619827110538e-5	0	0	0	0	2.2990619827110538e-5	0	0	0	0.7731981260643532
Acetitomaculum	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Acidaminococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Actinomycetales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Alphaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerofustis	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerotruncus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerovorax	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Asaccharobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bacillales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bacilli unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bilophila	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Blautia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Chitinophagaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Clostridium sensu stricto	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Deltaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Desulfovibrio	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Desulfovibrionaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Desulfovibrionales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Eisenbergiella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Enterococcaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gammaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gordonibacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp2 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp6 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Lactobacillaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micromonosporaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Oxalobacteraceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Prevotellaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
