family	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Burkholderiales Unclassified	38.53293413173654	2.9484980395386926e-7	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.013058672061798787	1.3563090981877985e-5
Sutterellaceae	36.947729875503335	6.135739175608674e-7	5	Kruskal-Wallis rank sum test	0	0	0.014530071730733861	0.0033106492551039177	0	0	1.411220010389995e-5
Bifidobacteriaceae	28.73998164576323	2.6076052044509784e-5	5	Kruskal-Wallis rank sum test	0.001195512231009748	0.002942799337870149	0	0	0	0	3.232831095736713e-4
Deltaproteobacteria Unclassified	28.573384262795983	2.8111574745536637e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0020231745447857274	3.232831095736713e-4
Betaproteobacteria Unclassified	26.11607142857137	8.472736705062932e-5	5	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-4	7.794917768657897e-4
Deferribacteraceae	24.492127805005747	1.7458322997342888e-4	5	Kruskal-Wallis rank sum test	0	0	0	0.008644473054993562	0.03034761817178591	0.0033106492551039177	0.0013384714297962881
Eubacteriaceae	22.095323741007196	5.021953024972665e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	1.839249586168843e-4	0	0.003300140559267751
Bacteroidaceae	21.05236104774427	7.918135378881856e-4	5	Kruskal-Wallis rank sum test	0.32536325179326836	0.43424682729446384	0.6201029979768256	0.34062902335846973	9.196247930844214e-4	3.678499172337686e-4	0.003642342274285654
Enterococcaceae	21.50118173902227	6.511478447627448e-4	5	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-4	0.003642342274285654
Porphyromonadaceae	21.232877125690667	7.31960245916324e-4	5	Kruskal-Wallis rank sum test	0.28195696155968364	0.14677211697627368	3.678499172337686e-4	0.12359757219054626	0.07117895898473423	0.3389736987309178	0.003642342274285654
Desulfovibrionaceae	20.258343376286263	0.001117617717239429	5	Kruskal-Wallis rank sum test	0	0	0	0	0	7.356998344675372e-4	0.0042842012494178116
Rhodospirillaceae	20.357884330202726	0.0010704683348433939	5	Kruskal-Wallis rank sum test	0	0	0	0.002207099503402612	0	0	0.0042842012494178116
Rikenellaceae	18.153566203070984	0.0027599749940137633	5	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0	0.0069891484274416035	0	0.02519771933051315	0.009766065363433316
Bacteroidetes Unclassified	16.771266233766166	0.004954660943334471	5	Kruskal-Wallis rank sum test	0	0	0	0.00974802280669487	0	0	0.01627960024238469
Erysipelotrichaceae	16.35220080571644	0.005907259186097642	5	Kruskal-Wallis rank sum test	0.01443810925142542	0.02758874379253265	0.033750229906198276	0.0033106492551039177	0.0036784991723376862	0.0033106492551039173	0.018115594837366106
Anaeroplasmataceae	16.03320657376878	0.006749904377481742	5	Kruskal-Wallis rank sum test	7.356998344675372e-4	0.001103549751701306	0	0	0	0	0.01940597508526001
Oxalobacteraceae	14.887218045112824	0.010855265833541919	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.02781780079779898
Peptostreptococcaceae	14.88052415210693	0.010885226399138732	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.02781780079779898
Firmicutes Unclassified	14.484994330469771	0.012805164195047548	5	Kruskal-Wallis rank sum test	0	3.678499172337686e-4	0	0.0033106492551039173	0	5.51774875850653e-4	0.03100197647222038
Clostridiales Unclassified	12.695895924917084	0.026401473392840026	5	Kruskal-Wallis rank sum test	9.196247930844216e-4	5.51774875850653e-4	0.001103549751701306	0.011955122310097481	0.0020231745447857274	0.0014713996689350744	0.060723388803532057
Coriobacteriaceae	11.938021038812614	0.03564697581316713	5	Kruskal-Wallis rank sum test	5.51774875850653e-4	9.196247930844216e-4	9.196247930844215e-5	3.678499172337686e-4	3.678499172337686e-4	9.196247930844214e-4	0.07808385178122323
Bacillaceae 1	11.631578947368405	0.040200015334752835	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.08405457751811957
Lactobacillaceae	11.363519163763073	0.044630284483388516	5	Kruskal-Wallis rank sum test	0.0527864631230458	0.09784807798418245	0.018116608423763107	0.042486665440500275	0.1311384954938385	0.11991907301820857	0.08885615879791159
Unclassified	11.265666601195964	0.04635973502499735	5	Kruskal-Wallis rank sum test	9.196247930844215e-5	0	2.758874379253265e-4	0.004046349089571455	0	3.678499172337686e-4	0.08885615879791159
Streptococcaceae	10.092757936507871	0.07264925172244414	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.13367462316929724
Candidatus Saccharibacteria Unclassified	9.670329670329597	0.08513374071400598	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.14363850511761267
Desulfovibrionales Unclassified	9.670329670329597	0.08513374071400598	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.14363850511761267
Lachnospiraceae	9.598879551820708	0.08743213354985119	5	Kruskal-Wallis rank sum test	0.09849181533934154	0.07835203237079272	0.07973146956041935	0.21445650174728711	0.16847526209306604	0.13187419532830605	0.14363850511761267
Verrucomicrobiaceae	9.34963143151998	0.09590523365808017	5	Kruskal-Wallis rank sum test	0.20875482803016368	0.20158175464410522	0.05462571270921464	0.004230274048188339	0.340261173441236	0.12414934706639691	0.1521255430438513
Ruminococcaceae	7.719720620768243	0.17237388132820322	5	Kruskal-Wallis rank sum test	0.02602538164428913	0.016921096192753355	0.01241493470663969	0.032186867757954755	0.013794371896266323	0.011219422475629943	0.2643066180365783
Clostridiales Incertae Sedis XIII	7.000000000000047	0.22064030793670728	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.28998440471681525
Gammaproteobacteria Unclassified	7.000000000000047	0.22064030793670728	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.28998440471681525
Moraxellaceae	7.000000000000047	0.22064030793670728	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.28998440471681525
Sphingomonadales Unclassified	7.000000000000047	0.22064030793670728	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.28998440471681525
Xanthomonadaceae	7.000000000000047	0.22064030793670728	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.28998440471681525
Enterobacteriaceae	6.670032794376567	0.24635940502325562	5	Kruskal-Wallis rank sum test	0.0019312120654772853	0.002391024462019496	0.03853227883023726	5.51774875850653e-4	0.0020231745447857274	0.0055177487585065296	0.31479257308527103
Pseudomonadaceae	5.66666666666676	0.34001609192153887	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.4227227088754267
