genus	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Butyricimonas	58.000000000000064	8.644743090072021e-9	10	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0	0	0	0	0	5.791977870348254e-7
Acetatifactor	45.82860574860574	1.5404945258448837e-6	10	Kruskal-Wallis rank sum test	0.0040831340812948315	0	0	0	0	7.356998344675372e-4	0.0021019995270501065	0.013295147008591923	0.01662681625896634	0.021887070075409236	0.014867267488198149	2.58032833079018e-5
Clostridium XlVa	46.6646907787636	1.086537014766784e-6	10	Kruskal-Wallis rank sum test	0.002611734412359757	4.5981239654221075e-5	0	0	1.1035497517013058e-4	0.0035252283734902826	0.007146798391970362	0.022491394939436138	0.011955122310097481	0.013334559499724114	0.013518484458340996	2.58032833079018e-5
Lachnospiraceae unclassified	46.361742713749734	1.2332191838991233e-6	10	Kruskal-Wallis rank sum test	0.16336214824351664	0.0010805591318741954	4.7820489240389924e-4	5.51774875850653e-4	0.03086260805591319	0.11262338299307216	0.06947108436900602	0.23757849654483829	0.25028508368585617	0.15348537796578995	0.2540616761694562	2.58032833079018e-5
Clostridia unclassified	44.20973786030433	3.0180484622635602e-6	10	Kruskal-Wallis rank sum test	0.0019863895530623506	0	0	0	0	0.0010422414321623445	0.0016290496334638324	0.004965973882655877	0.003788854147507817	0.0014254184292808534	0.002299061982711054	2.8887035281665505e-5
Oscillibacter	44.38468893045409	2.8071200048715265e-6	10	Kruskal-Wallis rank sum test	0.005959168659187051	0	0	0	3.678499172337686e-4	0.0030347618171785913	0.0015764996452875797	0.01818229590898342	0.01441971675556373	0.012552878425602354	0.013150634541107228	2.8887035281665505e-5
Peptostreptococcaceae unclassified	44.631105765500145	2.534553212708573e-6	10	Kruskal-Wallis rank sum test	0	0	0.03785175648335479	0.11679234872172153	0.02170314511679235	0.0010115872723928637	7.882498226437898e-5	1.57649964528758e-4	3.3106492551039174e-4	0	0	2.8887035281665505e-5
Clostridiales unclassified	41.5877734456846	8.876820607254175e-6	10	Kruskal-Wallis rank sum test	0.032186867757954755	2.2990619827110538e-5	0	0	0.0013610446937649438	0.003586536693029244	0.0016027746393757062	0.007488373315116004	0.003568144197167556	0.00818466065845135	0.015572313162896206	7.434337258575372e-5
Akkermansia	38.931995537893016	2.6094162748697756e-5	10	Kruskal-Wallis rank sum test	0.07162037888541475	9.196247930844215e-5	0.003384219238550671	0.04156704064741586	0.08015449696523819	0.12822635031573784	0.15764996452875799	0.15454951522635907	0.14221077800257495	0.23749310281405187	0.2259211575010729	1.9425654490697218e-4
Clostridium XlVb	37.76038174848712	4.177455740109265e-5	10	Kruskal-Wallis rank sum test	0.001066764759977929	0	0	0	0.0030531543130402797	0.0030041076574091104	9.458997871725479e-4	0.006673848498384088	0.00246459444546625	0.0026669118999448223	0.002391024462019496	2.544450314430189e-4
Enterococcus	37.913917623530246	3.928366618125252e-5	10	Kruskal-Wallis rank sum test	1.4713996689350744e-4	0.075708111090675	0.01405186683832996	0.0020231745447857274	0.003421004230274048	9.196247930844215e-5	7.882498226437898e-5	2.627499408812633e-5	3.678499172337686e-5	0	0	2.544450314430189e-4
Bacteroides	34.73955609362389	1.3830687768435078e-4	10	Kruskal-Wallis rank sum test	0.30141622218135	0.7089617436086078	0.7751701305867207	0.47158359389369137	0.6114033474342468	0.5955796701612409	0.6139415118631598	0.4249454793872672	0.42733124885046897	0.4106584513518484	0.3339157623689535	7.722134004042918e-4
Enterobacteriaceae unclassified	33.24553372863581	2.476747480029161e-4	10	Kruskal-Wallis rank sum test	5.14989884127276e-4	0.15514070259334192	0.098878057752437	0.28986573478020966	0.11072282508736435	0.05879467843786402	0.010799022570219922	5.780498699387792e-4	1.4713996689350744e-4	3.678499172337686e-4	4.598123965422108e-4	0.0012764775473996445
Asaccharobacter	30.640389021917226	6.72548512560015e-4	10	Kruskal-Wallis rank sum test	3.678499172337686e-4	0	0	0	0	0	2.627499408812633e-4	1.57649964528758e-4	7.356998344675372e-5	4.1383115688798966e-4	3.065415976948072e-4	0.0032186250243943573
Dorea	30.265817393065088	7.749312094229073e-4	10	Kruskal-Wallis rank sum test	7.356998344675373e-4	0	0	0	4.414199006805224e-4	7.050456746980565e-4	6.831498462912846e-4	0.0017341496098163378	0.0013610446937649438	8.276623137759793e-4	8.889706333149408e-4	0.0033755000779754937
Pseudoflavonifractor	30.161369672967858	8.060895708598194e-4	10	Kruskal-Wallis rank sum test	5.51774875850653e-4	4.5981239654221075e-5	0	0	9.196247930844216e-4	0.0015940163080129975	2.627499408812633e-4	0.0034157492314564226	0.00187603457789222	0.004046349089571455	8.889706333149408e-4	0.0033755000779754937
Ruminococcaceae unclassified	29.732802579074587	9.472068187604248e-4	10	Kruskal-Wallis rank sum test	0.02122494022438845	0.003632517932683465	0.0013978296854883208	1.839249586168843e-4	0.004708478940592238	0.010545030960701368	0.0084605480963766775	0.020284295436033526	0.021261725216111825	0.022852676108147875	0.01532707988474036	0.0037331092268793214
Erysipelotrichaceae unclassified	28.552448988854785	0.0014716730334090342	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	9.196247930844215e-5	7.356998344675372e-5	0	0.0036784991723376862	9.80933112623383e-4	5.254998817625266e-5	1.3137497044063165e-4	0	1.3794371896266324e-4	2.452332781558457e-4	0.005477894068800294
